epoch,train_loss,train_accuracy,train_f1,train_mcc,val_loss,val_accuracy,val_f1,val_mcc,learning_rate
14,0.695013182718049,0.49167445046391434,0.48899426925080375,-0.01296906543264794,0.6949965619679653,0.5086408640864086,0.503929459524942,0.010109850097676986,0.0005
15,0.6943555114404211,0.49602092284700167,0.4945297462801017,-0.010930801762125051,0.6949489631436088,0.509000900090009,0.5041239220965286,0.01072463568783005,0.0005
16,0.6944216561017547,0.49781430973286006,0.4934272855371373,-0.00941974200770216,0.6950034851377661,0.5086708670867087,0.5039747071952537,0.0101818957976266,0.0005
17,0.6941348809116291,0.49722896817983686,0.4927914048060718,-0.000639692260355071,0.6948720839890566,0.5088808880888089,0.5036808265554453,0.010255493911833048,0.0005
18,0.694241262082034,0.49602092284700167,0.4886397518796996,-0.014667355693672226,0.6948476506002021,0.508970897089709,0.5035461525577993,0.010286852451925323,0.0005
19,0.694157175298007,0.49492496419453264,0.49056560196587,-0.015272697216294527,0.6949900208097516,0.5087308730873087,0.5040173377018619,0.01029147696259939,0.0005
20,0.6940719841411279,0.49309421508188556,0.49295417791971086,-0.014926272070135376,0.6948964180368365,0.509090909090909,0.5039962814304736,0.010756078600587377,0.0005
21,0.6942166329929663,0.49301949062830813,0.49243067760485393,-0.01590263426709096,0.6948548609560187,0.509000900090009,0.5036181583624602,0.010376267615463298,0.0005
22,0.6945524418129111,0.4876268758951367,0.48054342249099385,-0.03174002869283113,0.6948419691938342,0.5090309030903091,0.5033007082115665,0.010207467789254354,0.0005
23,0.6937785456015629,0.4982502023787284,0.49792716463816106,-0.00499032222956852,0.6948387026786804,0.508970897089709,0.5032729738806471,0.010105968542893015,0.0005
24,0.6941181631208216,0.49436453079270193,0.48623908256439013,-0.01843431452550145,0.6948416287248785,0.509090909090909,0.5034926946589303,0.010416533547834648,0.0005
25,0.693897637931056,0.4913755526496046,0.48836340835251496,-0.02155898671844036,0.6949100756283962,0.5091509150915091,0.5041127625416838,0.010917428185905537,0.0005
26,0.6938465923633216,0.4914751852543745,0.4915610726307998,-0.01704729702754141,0.6948702949466128,0.5088808880888089,0.5036303899626834,0.010221029119653457,0.0005
27,0.6937720468209224,0.5000311351889906,0.4702847172711118,-0.01389216060627539,0.6948774727908048,0.5088808880888089,0.5036808265554453,0.010255493911833048,0.0005
28,0.6936418009254167,0.4988729061585404,0.47890628016162873,-0.013505647672748524,0.6949366412379525,0.5092709270927093,0.5043386386738873,0.011235661306185824,0.00015
29,0.6933327171037782,0.5003051248521079,0.5002212383632892,0.0015657832097221663,0.6949039417685885,0.5091809180918092,0.504133786753348,0.010972337166674524,0.00015
30,0.6935565782792913,0.4977894015816676,0.49019481171169504,-0.011133818856776799,0.6948806029377561,0.509000900090009,0.5038397672146014,0.01052684288315402,0.00015
31,0.6933847718268821,0.5003923033812815,0.4965826136805256,-0.0038429102376364437,0.6949092375509667,0.5091509150915091,0.5041189493249106,0.010921720316669466,0.00015
32,0.6933318740166958,0.5002926707765116,0.4927248746156259,-0.005973023272178207,0.6949046696677352,0.5091209120912091,0.5040669670278737,0.010845348803559316,0.00015
33,0.6934965751456015,0.498698549100193,0.4897999156372347,-0.009843244591703776,0.6948574781417847,0.5088508850885088,0.5035271309293063,0.01011006201369054,0.00015
34,0.6935397199114913,0.495410673142786,0.4928925336348203,-0.013038267374957897,0.6948963665600979,0.5091209120912091,0.5040359265193503,0.010823878913508486,0.00015
35,0.6934009610481982,0.5010274612366897,0.49156117981425157,-0.005258861412027879,0.6948752746437535,0.5089108910891089,0.5037268576126726,0.01032764466383767,0.00015
36,0.6933783693883404,0.5029827511052992,0.490319230754206,-0.002359439108190812,0.6948775351047516,0.5089408940894089,0.503747754540322,0.01038256918786348,0.00015
37,0.6934654630205166,0.5006538389688026,0.476492411571604,-0.010906265175761477,0.6948835768482902,0.509000900090009,0.5038522893528965,0.010535444971146068,0.00015
38,0.6935737830288006,0.49417771965875834,0.4907691772768511,-0.007439952619709995,0.6949061209505255,0.5091509150915091,0.5041189493249106,0.010921720316669466,0.00015
39,0.6934520418538987,0.5007659256491687,0.48478905768296265,-0.008149753960539432,0.694892886913184,0.5091209120912091,0.5040234836559584,0.0108152906007237,0.00015
40,0.6934067636915723,0.5027461236689706,0.48784200295342606,-0.0035973176062022256,0.6948674005089384,0.5088808880888089,0.5036430220171138,0.010229645701366464,0.00015
41,0.6934758612194901,0.49767731490130146,0.49592037622362345,-0.007845029944690541,0.6948829835111444,0.509000900090009,0.5038522893528965,0.010535444971146068,0.00015
42,0.6934421321131149,0.49543558129397847,0.49392778644682334,-0.012123646025193138,0.6948778051318545,0.5089408940894089,0.5037603163530754,0.010391178240832553,0.00015
43,0.6933770550871795,0.5017373435456753,0.49147455236484144,-0.004097034239913637,0.6948676064158931,0.5088808880888089,0.503624068207514,0.010216720731998696,0.00015
